realization_key,family,rho,b,evaluation,s,ed2_applicability,ed2_not_applicable_reason,base_VEI_step5,base_step5_gate,base_step6_result,base_VEI_significance_step7,base_step7_outcome,base_ed2_verdict,base_first_pg_ci_lo,base_first_pg_ci_hi,base_last_pg_ci_lo,base_last_pg_ci_hi,base_sample_median_ratio,smeared_VEI_step5,smeared_step5_gate,smeared_step6_result,smeared_VEI_significance_step7,smeared_step7_outcome,smeared_ed2_verdict,smeared_first_pg_ci_lo,smeared_first_pg_ci_hi,smeared_last_pg_ci_lo,smeared_last_pg_ci_hi,smeared_sample_median_ratio,verdict_unchanged,vei_rel_diff
fit:LGBCovPenalty:1fb838f7d6bfda88,Direct,0.0,,fold_1,1.0623763218826567,ED2_APPLIED,,-29.66023178425817,step5_outside_pm10_escalate,ci_no_overlap_escalate,23.4512250234096,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,1.1945244609881018,1.2955998478218897,0.9416342570122256,0.9697154204550478,0.9586238685128134,-29.660231784258194,step5_outside_pm10_escalate,ci_no_overlap_escalate,23.451225023409588,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,1.2690345032634034,1.37641460096075,1.000369938523357,1.0302027016559283,1.0184192994995669,True,8.384626233704095e-16
fit:LGBCovPenalty:1fb838f7d6bfda88,Direct,0.0,,fold_2,1.0623763218826567,ED2_APPLIED,,-28.40536451509306,step5_outside_pm10_escalate,ci_no_overlap_escalate,23.63237878168705,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,1.2034463871349483,1.2780209113052894,0.9502954757087164,0.9726460581600811,0.9766275799274027,-28.405364515093083,step5_outside_pm10_escalate,ci_no_overlap_escalate,23.63237878168707,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,1.2785129463473992,1.3577391550416353,1.0095714121851564,1.0333161417617722,1.037546016212435,True,8.755034894338174e-16
fit:LGBCovPenalty:1fb838f7d6bfda88,Direct,0.0,,fold_3,1.0623763218826567,ED2_APPLIED,,-24.59158471805368,step5_outside_pm10_escalate,ci_no_overlap_escalate,20.032177099851236,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,1.173583634441495,1.233061994222962,0.9608474724685959,0.978394168021057,0.9743796964628841,-24.591584718053696,step5_outside_pm10_escalate,ci_no_overlap_escalate,20.032177099851232,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,1.2467874649796367,1.309975866075885,1.0207816036914348,1.0394227975736534,1.0351579180453792,True,5.778747029982674e-16
fit:LGBCovPenalty:1fb838f7d6bfda88,Direct,0.0,,fold_4,1.0623763218826567,ED2_APPLIED,,-15.326001127773674,step5_outside_pm10_escalate,ci_no_overlap_escalate,12.382377989880032,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,1.0713868374768325,1.1171275239331673,0.9422480025131027,0.9542533057728766,0.9459696013131542,-15.326001127773667,step5_outside_pm10_escalate,ci_no_overlap_escalate,12.38237798988002,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,1.1382160077121297,1.1868098299499985,1.001021967211151,1.0137761171313555,1.0049757056558728,True,4.636191331556537e-16
fit:LGBCovPenalty:1fb838f7d6bfda88,Direct,0.0,,fold_5,1.0623763218826567,ED2_APPLIED,,-21.47164884502159,step5_outside_pm10_escalate,ci_no_overlap_escalate,19.351677255200084,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,1.148606690309726,1.1824536094064897,0.9502983623630172,0.9613930948131728,0.9674282648872008,-21.471648845021594,step5_outside_pm10_escalate,ci_no_overlap_escalate,19.351677255200094,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,1.2202525509410596,1.2562107163581389,1.009574478898335,1.0213612599510036,1.0277728817361855,True,1.6546068280285946e-16
fit:LGBCovPenalty:1fb838f7d6bfda88,Direct,0.0,,fold_6,1.0623763218826567,ED2_APPLIED,,-32.33745484389421,step5_outside_pm10_escalate,ci_no_overlap_escalate,29.76781418213454,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,1.2481115956451596,1.2906874037302853,0.9457210421766642,0.9566871040277076,0.9789919066088278,-32.33745484389421,step5_outside_pm10_escalate,ci_no_overlap_escalate,29.767814182134558,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,1.3259642062805994,1.3711957366752572,1.0047116423146782,1.0163617267695273,1.0400578208959765,True,0.0
fit:LGBCovPenalty:1fb838f7d6bfda88,Direct,0.0,,fold_7,1.0623763218826567,ED2_APPLIED,,-35.53979317533932,step5_outside_pm10_escalate,ci_no_overlap_escalate,32.07307184118183,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,1.2428222016508759,1.2941996306207453,0.9281429830959058,0.9378144885021676,0.9509775510716072,-35.53979317533931,step5_outside_pm10_escalate,ci_no_overlap_escalate,32.07307184118183,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,1.3203448793439638,1.3749270433607612,0.986037128562626,0.9963119069031986,1.0102960329004311,True,1.9992877624654782e-16
fit:LGBCovPenalty:1fb838f7d6bfda88,Direct,0.0,,pooled_oof,1.0623763218826567,NOT_APPLICABLE_FOR_ED2_INFERENCE,"ED2 App. D.2 is a rank-based order-statistic CI on distinct observations and has no row-balanced analogue; the pooled-OOF sample contains 20,988 unique rows twice, so the ED2 procedure is not applied there. No weighted variant was invented.",,,,,,,,,,,,,,,,,,,,,,,,
fit:LGBCovPenalty:1fb838f7d6bfda88,Direct,0.0,,heldout,1.0623763218826567,ED2_APPLIED,,-26.166623718966303,step5_outside_pm10_escalate,ci_no_overlap_escalate,23.445478945960474,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,1.1271006597659166,1.1704696558110004,0.8994507072619561,0.9096325454221507,0.9275481846415189,-26.166623718966314,step5_outside_pm10_escalate,ci_no_overlap_escalate,23.445478945960467,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,1.197405053313631,1.2434792478157506,0.9555551340957117,0.9663720778703437,0.985405228768393,True,4.073181603737506e-16
fit:LGBCovPenalty:1fb838f7d6bfda88,Direct,0.0,,forward_2025,1.0623763218826567,ED2_APPLIED,,-28.407155342585,step5_outside_pm10_escalate,ci_no_overlap_escalate,25.697704394305294,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,1.1621096472273593,1.2073857872672187,0.9059376703535383,0.9188972163110374,0.9464364099783898,-28.407155342585018,step5_outside_pm10_escalate,ci_no_overlap_escalate,25.69770439430528,reject_null,reject the null hypothesis and conclude there is statistical evidence that the level of vertical inequity present is outside of acceptable limits,1.2345977726457544,1.2826980717703445,0.9624467300851356,0.9762146448527326,1.0054716321286685,True,6.253202117486661e-16
